,Marital status,Sex,Age,Number of people,Year,Quarter
3878,Married/separated,Women,20-29 years,5810,2018,1
3879,Married/separated,Women,30-39 years,19117,2018,1
3880,Married/separated,Women,40-49 years,16989,2018,1
3881,Married/separated,Women,50-59 years,13261,2018,1
3882,Married/separated,Women,60-69 years,9887,2018,1
3883,Married/separated,Women,70-79 years,5537,2018,1
3884,Married/separated,Women,80-89 years,1051,2018,1
3885,Married/separated,Women,90-99 years,99,2018,1
3886,Married/separated,Women,100-109 years,1,2018,1
3887,Married/separated,Women,110 years +,0,2018,1
3888,Widowed,Men,0-9 years,0,2018,1
3889,Widowed,Men,10-19 years,0,2018,1
3890,Widowed,Men,20-29 years,0,2018,1
3891,Widowed,Men,30-39 years,19,2018,1
3892,Widowed,Men,40-49 years,115,2018,1
3893,Widowed,Men,50-59 years,282,2018,1
3894,Widowed,Men,60-69 years,633,2018,1
3895,Widowed,Men,70-79 years,1122,2018,1
3896,Widowed,Men,80-89 years,802,2018,1
3897,Widowed,Men,90-99 years,271,2018,1
3898,Widowed,Men,100-109 years,12,2018,1
3899,Widowed,Men,110 years +,0,2018,1
3900,Widowed,Women,0-9 years,0,2018,1
3901,Widowed,Women,10-19 years,0,2018,1
3902,Widowed,Women,20-29 years,9,2018,1
3903,Widowed,Women,30-39 years,75,2018,1
3904,Widowed,Women,40-49 years,275,2018,1
3905,Widowed,Women,50-59 years,830,2018,1
3906,Widowed,Women,60-69 years,2095,2018,1
3907,Widowed,Women,70-79 years,3694,2018,1
3908,Widowed,Women,80-89 years,3443,2018,1
3909,Widowed,Women,90-99 years,1505,2018,1
3910,Widowed,Women,100-109 years,56,2018,1
3911,Widowed,Women,110 years +,0,2018,1
3912,Divorced,Men,0-9 years,0,2018,1
3913,Divorced,Men,10-19 years,0,2018,1
3914,Divorced,Men,20-29 years,214,2018,1
3915,Divorced,Men,30-39 years,2129,2018,1
3916,Divorced,Men,40-49 years,5519,2018,1
3917,Divorced,Men,50-59 years,6787,2018,1
3918,Divorced,Men,60-69 years,4542,2018,1
3919,Divorced,Men,70-79 years,3127,2018,1
3920,Divorced,Men,80-89 years,644,2018,1
3921,Divorced,Men,90-99 years,45,2018,1
3922,Divorced,Men,100-109 years,2,2018,1
3923,Divorced,Men,110 years +,0,2018,1
3924,Divorced,Women,0-9 years,0,2018,1
3925,Divorced,Women,10-19 years,1,2018,1
3926,Divorced,Women,20-29 years,455,2018,1
3927,Divorced,Women,30-39 years,3198,2018,1
3928,Divorced,Women,40-49 years,6882,2018,1
3929,Divorced,Women,50-59 years,7811,2018,1
3930,Divorced,Women,60-69 years,6182,2018,1
3931,Divorced,Women,70-79 years,5060,2018,1
3932,Divorced,Women,80-89 years,1585,2018,1
3933,Divorced,Women,90-99 years,276,2018,1
3934,Divorced,Women,100-109 years,7,2018,1
3935,Divorced,Women,110 years +,0,2018,1
3936,Never married,Men,0-9 years,35560,2018,2
3937,Never married,Men,10-19 years,24791,2018,2
3938,Never married,Men,20-29 years,67814,2018,2
3939,Never married,Men,30-39 years,39475,2018,2
3940,Never married,Men,40-49 years,18141,2018,2
3941,Never married,Men,50-59 years,10747,2018,2
3942,Never married,Men,60-69 years,5387,2018,2
3943,Never married,Men,70-79 years,1942,2018,2
3944,Never married,Men,80-89 years,351,2018,2
3945,Never married,Men,90-99 years,35,2018,2
3946,Never married,Men,100-109 years,0,2018,2
3947,Never married,Men,110 years +,0,2018,2
3948,Never married,Women,0-9 years,33768,2018,2
3949,Never married,Women,10-19 years,24336,2018,2
3950,Never married,Women,20-29 years,75420,2018,2
3951,Never married,Women,30-39 years,33873,2018,2
3952,Never married,Women,40-49 years,13925,2018,2
3953,Never married,Women,50-59 years,8337,2018,2
3954,Never married,Women,60-69 years,4384,2018,2
3955,Never married,Women,70-79 years,1875,2018,2
3956,Never married,Women,80-89 years,530,2018,2
3957,Never married,Women,90-99 years,173,2018,2
3958,Never married,Women,100-109 years,9,2018,2
3959,Never married,Women,110 years +,0,2018,2
3960,Married/separated,Men,0-9 years,0,2018,2
3961,Married/separated,Men,10-19 years,3,2018,2
3962,Married/separated,Men,20-29 years,3229,2018,2
3963,Married/separated,Men,30-39 years,16969,2018,2
3964,Married/separated,Men,40-49 years,18241,2018,2
3965,Married/separated,Men,50-59 years,14754,2018,2
3966,Married/separated,Men,60-69 years,10999,2018,2
3967,Married/separated,Men,70-79 years,7496,2018,2
3968,Married/separated,Men,80-89 years,1773,2018,2
3969,Married/separated,Men,90-99 years,174,2018,2
3970,Married/separated,Men,100-109 years,1,2018,2
3971,Married/separated,Men,110 years +,0,2018,2
3972,Married/separated,Women,0-9 years,0,2018,2
3973,Married/separated,Women,10-19 years,15,2018,2
3974,Married/separated,Women,20-29 years,5605,2018,2
3975,Married/separated,Women,30-39 years,19032,2018,2
3976,Married/separated,Women,40-49 years,17049,2018,2
3977,Married/separated,Women,50-59 years,13325,2018,2
3978,Married/separated,Women,60-69 years,9851,2018,2
3979,Married/separated,Women,70-79 years,5663,2018,2
3980,Married/separated,Women,80-89 years,1030,2018,2
3981,Married/separated,Women,90-99 years,91,2018,2
3982,Married/separated,Women,100-109 years,1,2018,2
3983,Married/separated,Women,110 years +,0,2018,2
3984,Widowed,Men,0-9 years,0,2018,2
3985,Widowed,Men,10-19 years,0,2018,2
3986,Widowed,Men,20-29 years,0,2018,2
3987,Widowed,Men,30-39 years,20,2018,2
3988,Widowed,Men,40-49 years,113,2018,2
3989,Widowed,Men,50-59 years,281,2018,2
3990,Widowed,Men,60-69 years,616,2018,2
3991,Widowed,Men,70-79 years,1130,2018,2
3992,Widowed,Men,80-89 years,795,2018,2
3993,Widowed,Men,90-99 years,273,2018,2
3994,Widowed,Men,100-109 years,11,2018,2
3995,Widowed,Men,110 years +,0,2018,2
3996,Widowed,Women,0-9 years,0,2018,2
3997,Widowed,Women,10-19 years,0,2018,2
3998,Widowed,Women,20-29 years,8,2018,2
3999,Widowed,Women,30-39 years,72,2018,2
4000,Widowed,Women,40-49 years,274,2018,2
4001,Widowed,Women,50-59 years,826,2018,2
4002,Widowed,Women,60-69 years,2062,2018,2
4003,Widowed,Women,70-79 years,3688,2018,2
4004,Widowed,Women,80-89 years,3428,2018,2
4005,Widowed,Women,90-99 years,1484,2018,2
4006,Widowed,Women,100-109 years,56,2018,2
4007,Widowed,Women,110 years +,0,2018,2
4008,Divorced,Men,0-9 years,0,2018,2
4009,Divorced,Men,10-19 years,0,2018,2
4010,Divorced,Men,20-29 years,212,2018,2
4011,Divorced,Men,30-39 years,2104,2018,2
4012,Divorced,Men,40-49 years,5518,2018,2
4013,Divorced,Men,50-59 years,6858,2018,2
4014,Divorced,Men,60-69 years,4544,2018,2
4015,Divorced,Men,70-79 years,3167,2018,2
4016,Divorced,Men,80-89 years,649,2018,2
4017,Divorced,Men,90-99 years,44,2018,2
4018,Divorced,Men,100-109 years,2,2018,2
4019,Divorced,Men,110 years +,0,2018,2
4020,Divorced,Women,0-9 years,0,2018,2
4021,Divorced,Women,10-19 years,0,2018,2
4022,Divorced,Women,20-29 years,441,2018,2
4023,Divorced,Women,30-39 years,3185,2018,2
4024,Divorced,Women,40-49 years,6909,2018,2
4025,Divorced,Women,50-59 years,7907,2018,2
4026,Divorced,Women,60-69 years,6140,2018,2
4027,Divorced,Women,70-79 years,5124,2018,2
4028,Divorced,Women,80-89 years,1597,2018,2
4029,Divorced,Women,90-99 years,274,2018,2
4030,Divorced,Women,100-109 years,7,2018,2
4031,Divorced,Women,110 years +,0,2018,2
4032,Never married,Men,0-9 years,35667,2018,3
4033,Never married,Men,10-19 years,24958,2018,3
4034,Never married,Men,20-29 years,67006,2018,3
4035,Never married,Men,30-39 years,39738,2018,3
4036,Never married,Men,40-49 years,18256,2018,3
4037,Never married,Men,50-59 years,10811,2018,3
4038,Never married,Men,60-69 years,5428,2018,3
4039,Never married,Men,70-79 years,1980,2018,3
4040,Never married,Men,80-89 years,357,2018,3
4041,Never married,Men,90-99 years,34,2018,3
4042,Never married,Men,100-109 years,0,2018,3
4043,Never married,Men,110 years +,0,2018,3
4044,Never married,Women,0-9 years,33920,2018,3
4045,Never married,Women,10-19 years,24386,2018,3
4046,Never married,Women,20-29 years,73872,2018,3
4047,Never married,Women,30-39 years,34220,2018,3
4048,Never married,Women,40-49 years,13979,2018,3
4049,Never married,Women,50-59 years,8441,2018,3
4050,Never married,Women,60-69 years,4422,2018,3
4051,Never married,Women,70-79 years,1914,2018,3
4052,Never married,Women,80-89 years,527,2018,3
4053,Never married,Women,90-99 years,177,2018,3
4054,Never married,Women,100-109 years,9,2018,3
4055,Never married,Women,110 years +,0,2018,3
4056,Married/separated,Men,0-9 years,0,2018,3
4057,Married/separated,Men,10-19 years,2,2018,3
4058,Married/separated,Men,20-29 years,3242,2018,3
4059,Married/separated,Men,30-39 years,17041,2018,3
4060,Married/separated,Men,40-49 years,18338,2018,3
4061,Married/separated,Men,50-59 years,14938,2018,3
4062,Married/separated,Men,60-69 years,11037,2018,3
4063,Married/separated,Men,70-79 years,7569,2018,3
4064,Married/separated,Men,80-89 years,1809,2018,3
4065,Married/separated,Men,90-99 years,173,2018,3
4066,Married/separated,Men,100-109 years,1,2018,3
4067,Married/separated,Men,110 years +,0,2018,3
4068,Married/separated,Women,0-9 years,0,2018,3
4069,Married/separated,Women,10-19 years,18,2018,3
4070,Married/separated,Women,20-29 years,5600,2018,3
4071,Married/separated,Women,30-39 years,19171,2018,3
4072,Married/separated,Women,40-49 years,17191,2018,3
4073,Married/separated,Women,50-59 years,13370,2018,3
4074,Married/separated,Women,60-69 years,9910,2018,3
4075,Married/separated,Women,70-79 years,5758,2018,3
4076,Married/separated,Women,80-89 years,1028,2018,3
4077,Married/separated,Women,90-99 years,89,2018,3
4078,Married/separated,Women,100-109 years,2,2018,3
4079,Married/separated,Women,110 years +,0,2018,3
4080,Widowed,Men,0-9 years,0,2018,3
4081,Widowed,Men,10-19 years,0,2018,3
4082,Widowed,Men,20-29 years,0,2018,3
4083,Widowed,Men,30-39 years,19,2018,3
4084,Widowed,Men,40-49 years,117,2018,3
4085,Widowed,Men,50-59 years,269,2018,3
4086,Widowed,Men,60-69 years,609,2018,3
4087,Widowed,Men,70-79 years,1121,2018,3
4088,Widowed,Men,80-89 years,793,2018,3
4089,Widowed,Men,90-99 years,265,2018,3
4090,Widowed,Men,100-109 years,11,2018,3
4091,Widowed,Men,110 years +,0,2018,3
4092,Widowed,Women,0-9 years,0,2018,3
4093,Widowed,Women,10-19 years,0,2018,3
4094,Widowed,Women,20-29 years,5,2018,3
4095,Widowed,Women,30-39 years,73,2018,3
4096,Widowed,Women,40-49 years,273,2018,3
4097,Widowed,Women,50-59 years,811,2018,3
4098,Widowed,Women,60-69 years,2058,2018,3
4099,Widowed,Women,70-79 years,3670,2018,3
4100,Widowed,Women,80-89 years,3412,2018,3
4101,Widowed,Women,90-99 years,1455,2018,3
4102,Widowed,Women,100-109 years,51,2018,3
4103,Widowed,Women,110 years +,0,2018,3
4104,Divorced,Men,0-9 years,0,2018,3
4105,Divorced,Men,10-19 years,0,2018,3
4106,Divorced,Men,20-29 years,202,2018,3
4107,Divorced,Men,30-39 years,2092,2018,3
4108,Divorced,Men,40-49 years,5442,2018,3
4109,Divorced,Men,50-59 years,6913,2018,3
4110,Divorced,Men,60-69 years,4540,2018,3
4111,Divorced,Men,70-79 years,3167,2018,3
4112,Divorced,Men,80-89 years,662,2018,3
4113,Divorced,Men,90-99 years,43,2018,3
4114,Divorced,Men,100-109 years,2,2018,3
4115,Divorced,Men,110 years +,0,2018,3
4116,Divorced,Women,0-9 years,0,2018,3
4117,Divorced,Women,10-19 years,0,2018,3
4118,Divorced,Women,20-29 years,428,2018,3
4119,Divorced,Women,30-39 years,3148,2018,3
4120,Divorced,Women,40-49 years,6856,2018,3
4121,Divorced,Women,50-59 years,8008,2018,3
4122,Divorced,Women,60-69 years,6102,2018,3
4123,Divorced,Women,70-79 years,5162,2018,3
4124,Divorced,Women,80-89 years,1640,2018,3
4125,Divorced,Women,90-99 years,283,2018,3
4126,Divorced,Women,100-109 years,7,2018,3
4127,Divorced,Women,110 years +,0,2018,3
4128,Never married,Men,0-9 years,35616,2018,4
4129,Never married,Men,10-19 years,25311,2018,4
4130,Never married,Men,20-29 years,68487,2018,4
4131,Never married,Men,30-39 years,39712,2018,4
4132,Never married,Men,40-49 years,18170,2018,4
4133,Never married,Men,50-59 years,10885,2018,4
4134,Never married,Men,60-69 years,5480,2018,4
4135,Never married,Men,70-79 years,2008,2018,4
4136,Never married,Men,80-89 years,365,2018,4
4137,Never married,Men,90-99 years,35,2018,4
4138,Never married,Men,100-109 years,0,2018,4
4139,Never married,Men,110 years +,0,2018,4
4140,Never married,Women,0-9 years,33956,2018,4
4141,Never married,Women,10-19 years,24926,2018,4
4142,Never married,Women,20-29 years,76224,2018,4
4143,Never married,Women,30-39 years,34189,2018,4
4144,Never married,Women,40-49 years,14006,2018,4
4145,Never married,Women,50-59 years,8516,2018,4
4146,Never married,Women,60-69 years,4433,2018,4
4147,Never married,Women,70-79 years,1940,2018,4
4148,Never married,Women,80-89 years,536,2018,4
4149,Never married,Women,90-99 years,176,2018,4
4150,Never married,Women,100-109 years,7,2018,4
4151,Never married,Women,110 years +,0,2018,4
4152,Married/separated,Men,0-9 years,0,2018,4
4153,Married/separated,Men,10-19 years,1,2018,4
4154,Married/separated,Men,20-29 years,3417,2018,4
4155,Married/separated,Men,30-39 years,17383,2018,4
4156,Married/separated,Men,40-49 years,18447,2018,4
4157,Married/separated,Men,50-59 years,15117,2018,4
4158,Married/separated,Men,60-69 years,11024,2018,4
4159,Married/separated,Men,70-79 years,7673,2018,4
4160,Married/separated,Men,80-89 years,1835,2018,4
4161,Married/separated,Men,90-99 years,171,2018,4
4162,Married/separated,Men,100-109 years,0,2018,4
4163,Married/separated,Men,110 years +,0,2018,4
4164,Married/separated,Women,0-9 years,0,2018,4
4165,Married/separated,Women,10-19 years,21,2018,4
4166,Married/separated,Women,20-29 years,5843,2018,4
4167,Married/separated,Women,30-39 years,19436,2018,4
4168,Married/separated,Women,40-49 years,17451,2018,4
4169,Married/separated,Women,50-59 years,13473,2018,4
4170,Married/separated,Women,60-69 years,9924,2018,4
4171,Married/separated,Women,70-79 years,5840,2018,4
4172,Married/separated,Women,80-89 years,1021,2018,4
4173,Married/separated,Women,90-99 years,93,2018,4
4174,Married/separated,Women,100-109 years,2,2018,4
4175,Married/separated,Women,110 years +,0,2018,4
4176,Widowed,Men,0-9 years,0,2018,4
4177,Widowed,Men,10-19 years,0,2018,4
4178,Widowed,Men,20-29 years,0,2018,4
4179,Widowed,Men,30-39 years,17,2018,4
4180,Widowed,Men,40-49 years,110,2018,4
4181,Widowed,Men,50-59 years,269,2018,4
4182,Widowed,Men,60-69 years,584,2018,4
4183,Widowed,Men,70-79 years,1125,2018,4
4184,Widowed,Men,80-89 years,778,2018,4
4185,Widowed,Men,90-99 years,267,2018,4
4186,Widowed,Men,100-109 years,13,2018,4
4187,Widowed,Men,110 years +,0,2018,4
4188,Widowed,Women,0-9 years,0,2018,4
4189,Widowed,Women,10-19 years,0,2018,4
4190,Widowed,Women,20-29 years,5,2018,4
4191,Widowed,Women,30-39 years,71,2018,4
4192,Widowed,Women,40-49 years,267,2018,4
4193,Widowed,Women,50-59 years,821,2018,4
4194,Widowed,Women,60-69 years,2025,2018,4
4195,Widowed,Women,70-79 years,3687,2018,4
4196,Widowed,Women,80-89 years,3383,2018,4
4197,Widowed,Women,90-99 years,1449,2018,4
4198,Widowed,Women,100-109 years,54,2018,4
4199,Widowed,Women,110 years +,0,2018,4
4200,Divorced,Men,0-9 years,0,2018,4
4201,Divorced,Men,10-19 years,0,2018,4
4202,Divorced,Men,20-29 years,186,2018,4
4203,Divorced,Men,30-39 years,2079,2018,4
4204,Divorced,Men,40-49 years,5380,2018,4
4205,Divorced,Men,50-59 years,6939,2018,4
4206,Divorced,Men,60-69 years,4545,2018,4
4207,Divorced,Men,70-79 years,3171,2018,4
4208,Divorced,Men,80-89 years,670,2018,4
4209,Divorced,Men,90-99 years,44,2018,4
4210,Divorced,Men,100-109 years,2,2018,4
4211,Divorced,Men,110 years +,0,2018,4
4212,Divorced,Women,0-9 years,0,2018,4
4213,Divorced,Women,10-19 years,0,2018,4
4214,Divorced,Women,20-29 years,423,2018,4
4215,Divorced,Women,30-39 years,3117,2018,4
4216,Divorced,Women,40-49 years,6843,2018,4
4217,Divorced,Women,50-59 years,8036,2018,4
4218,Divorced,Women,60-69 years,6077,2018,4
4219,Divorced,Women,70-79 years,5170,2018,4
4220,Divorced,Women,80-89 years,1648,2018,4
4221,Divorced,Women,90-99 years,286,2018,4
4222,Divorced,Women,100-109 years,7,2018,4
4223,Divorced,Women,110 years +,0,2018,4
4224,Never married,Men,0-9 years,35556,2019,1
4225,Never married,Men,10-19 years,25427,2019,1
4226,Never married,Men,20-29 years,68461,2019,1
4227,Never married,Men,30-39 years,40031,2019,1
4228,Never married,Men,40-49 years,18234,2019,1
4229,Never married,Men,50-59 years,10932,2019,1
4230,Never married,Men,60-69 years,5526,2019,1
4231,Never married,Men,70-79 years,2048,2019,1
4232,Never married,Men,80-89 years,372,2019,1
4233,Never married,Men,90-99 years,38,2019,1
4234,Never married,Men,100-109 years,0,2019,1
4235,Never married,Men,110 years +,0,2019,1
4236,Never married,Women,0-9 years,33998,2019,1
4237,Never married,Women,10-19 years,24889,2019,1
4238,Never married,Women,20-29 years,75662,2019,1
4239,Never married,Women,30-39 years,34561,2019,1
4240,Never married,Women,40-49 years,14126,2019,1
4241,Never married,Women,50-59 years,8569,2019,1
4242,Never married,Women,60-69 years,4501,2019,1
4243,Never married,Women,70-79 years,1963,2019,1
4244,Never married,Women,80-89 years,542,2019,1
4245,Never married,Women,90-99 years,173,2019,1
4246,Never married,Women,100-109 years,7,2019,1
4247,Never married,Women,110 years +,0,2019,1
4248,Married/separated,Men,0-9 years,0,2019,1
4249,Married/separated,Men,10-19 years,0,2019,1
4250,Married/separated,Men,20-29 years,3292,2019,1
4251,Married/separated,Men,30-39 years,17215,2019,1
4252,Married/separated,Men,40-49 years,18447,2019,1
4253,Married/separated,Men,50-59 years,15149,2019,1
4254,Married/separated,Men,60-69 years,11053,2019,1
4255,Married/separated,Men,70-79 years,7731,2019,1
4256,Married/separated,Men,80-89 years,1861,2019,1
4257,Married/separated,Men,90-99 years,171,2019,1
4258,Married/separated,Men,100-109 years,0,2019,1
4259,Married/separated,Men,110 years +,0,2019,1
4260,Married/separated,Women,0-9 years,0,2019,1
4261,Married/separated,Women,10-19 years,18,2019,1
4262,Married/separated,Women,20-29 years,5557,2019,1
4263,Married/separated,Women,30-39 years,19427,2019,1
4264,Married/separated,Women,40-49 years,17501,2019,1
4265,Married/separated,Women,50-59 years,13584,2019,1
4266,Married/separated,Women,60-69 years,9957,2019,1
4267,Married/separated,Women,70-79 years,5885,2019,1
4268,Married/separated,Women,80-89 years,1040,2019,1
4269,Married/separated,Women,90-99 years,84,2019,1
4270,Married/separated,Women,100-109 years,2,2019,1
4271,Married/separated,Women,110 years +,0,2019,1
4272,Widowed,Men,0-9 years,0,2019,1
4273,Widowed,Men,10-19 years,0,2019,1
4274,Widowed,Men,20-29 years,0,2019,1
4275,Widowed,Men,30-39 years,15,2019,1
4276,Widowed,Men,40-49 years,106,2019,1
4277,Widowed,Men,50-59 years,272,2019,1
4278,Widowed,Men,60-69 years,586,2019,1
4279,Widowed,Men,70-79 years,1137,2019,1
4280,Widowed,Men,80-89 years,772,2019,1
4281,Widowed,Men,90-99 years,255,2019,1
4282,Widowed,Men,100-109 years,14,2019,1
4283,Widowed,Men,110 years +,0,2019,1
4284,Widowed,Women,0-9 years,0,2019,1
4285,Widowed,Women,10-19 years,0,2019,1
4286,Widowed,Women,20-29 years,4,2019,1
4287,Widowed,Women,30-39 years,68,2019,1
4288,Widowed,Women,40-49 years,267,2019,1
4289,Widowed,Women,50-59 years,811,2019,1
4290,Widowed,Women,60-69 years,2026,2019,1
4291,Widowed,Women,70-79 years,3668,2019,1
4292,Widowed,Women,80-89 years,3380,2019,1
4293,Widowed,Women,90-99 years,1429,2019,1
4294,Widowed,Women,100-109 years,58,2019,1
4295,Widowed,Women,110 years +,0,2019,1
4296,Divorced,Men,0-9 years,0,2019,1
4297,Divorced,Men,10-19 years,0,2019,1
4298,Divorced,Men,20-29 years,199,2019,1
4299,Divorced,Men,30-39 years,2098,2019,1
4300,Divorced,Men,40-49 years,5418,2019,1
4301,Divorced,Men,50-59 years,7036,2019,1
4302,Divorced,Men,60-69 years,4573,2019,1
4303,Divorced,Men,70-79 years,3171,2019,1
4304,Divorced,Men,80-89 years,675,2019,1
4305,Divorced,Men,90-99 years,46,2019,1
4306,Divorced,Men,100-109 years,2,2019,1
4307,Divorced,Men,110 years +,0,2019,1
4308,Divorced,Women,0-9 years,0,2019,1
4309,Divorced,Women,10-19 years,0,2019,1
4310,Divorced,Women,20-29 years,443,2019,1
4311,Divorced,Women,30-39 years,3102,2019,1
4312,Divorced,Women,40-49 years,6860,2019,1
4313,Divorced,Women,50-59 years,8116,2019,1
4314,Divorced,Women,60-69 years,6088,2019,1
4315,Divorced,Women,70-79 years,5166,2019,1
4316,Divorced,Women,80-89 years,1660,2019,1
4317,Divorced,Women,90-99 years,286,2019,1
4318,Divorced,Women,100-109 years,7,2019,1
4319,Divorced,Women,110 years +,0,2019,1
4320,Never married,Men,0-9 years,35548,2019,2
4321,Never married,Men,10-19 years,25547,2019,2
4322,Never married,Men,20-29 years,68776,2019,2
4323,Never married,Men,30-39 years,40489,2019,2
4324,Never married,Men,40-49 years,18383,2019,2
4325,Never married,Men,50-59 years,10986,2019,2
4326,Never married,Men,60-69 years,5599,2019,2
4327,Never married,Men,70-79 years,2082,2019,2
4328,Never married,Men,80-89 years,371,2019,2
4329,Never married,Men,90-99 years,39,2019,2
4330,Never married,Men,100-109 years,0,2019,2
4331,Never married,Men,110 years +,0,2019,2
4332,Never married,Women,0-9 years,34053,2019,2
4333,Never married,Women,10-19 years,24949,2019,2
4334,Never married,Women,20-29 years,76815,2019,2
4335,Never married,Women,30-39 years,35024,2019,2
4336,Never married,Women,40-49 years,14269,2019,2
4337,Never married,Women,50-59 years,8661,2019,2
4338,Never married,Women,60-69 years,4526,2019,2
4339,Never married,Women,70-79 years,1990,2019,2
4340,Never married,Women,80-89 years,548,2019,2
4341,Never married,Women,90-99 years,172,2019,2
4342,Never married,Women,100-109 years,6,2019,2
4343,Never married,Women,110 years +,0,2019,2
4344,Married/separated,Men,0-9 years,0,2019,2
4345,Married/separated,Men,10-19 years,0,2019,2
4346,Married/separated,Men,20-29 years,3169,2019,2
4347,Married/separated,Men,30-39 years,17148,2019,2
4348,Married/separated,Men,40-49 years,18378,2019,2
4349,Married/separated,Men,50-59 years,15296,2019,2
4350,Married/separated,Men,60-69 years,11127,2019,2
4351,Married/separated,Men,70-79 years,7749,2019,2
4352,Married/separated,Men,80-89 years,1890,2019,2
4353,Married/separated,Men,90-99 years,180,2019,2
4354,Married/separated,Men,100-109 years,0,2019,2
4355,Married/separated,Men,110 years +,0,2019,2
4356,Married/separated,Women,0-9 years,0,2019,2
4357,Married/separated,Women,10-19 years,16,2019,2
4358,Married/separated,Women,20-29 years,5374,2019,2
4359,Married/separated,Women,30-39 years,19277,2019,2
4360,Married/separated,Women,40-49 years,17593,2019,2
4361,Married/separated,Women,50-59 years,13575,2019,2
4362,Married/separated,Women,60-69 years,9988,2019,2
4363,Married/separated,Women,70-79 years,5961,2019,2
4364,Married/separated,Women,80-89 years,1045,2019,2
4365,Married/separated,Women,90-99 years,81,2019,2
4366,Married/separated,Women,100-109 years,1,2019,2
4367,Married/separated,Women,110 years +,0,2019,2
4368,Widowed,Men,0-9 years,0,2019,2
4369,Widowed,Men,10-19 years,0,2019,2
4370,Widowed,Men,20-29 years,1,2019,2
4371,Widowed,Men,30-39 years,15,2019,2
4372,Widowed,Men,40-49 years,108,2019,2
4373,Widowed,Men,50-59 years,266,2019,2
4374,Widowed,Men,60-69 years,587,2019,2
4375,Widowed,Men,70-79 years,1134,2019,2
4376,Widowed,Men,80-89 years,779,2019,2
4377,Widowed,Men,90-99 years,250,2019,2
4378,Widowed,Men,100-109 years,14,2019,2
4379,Widowed,Men,110 years +,0,2019,2
4380,Widowed,Women,0-9 years,0,2019,2
4381,Widowed,Women,10-19 years,0,2019,2
4382,Widowed,Women,20-29 years,6,2019,2
4383,Widowed,Women,30-39 years,66,2019,2
4384,Widowed,Women,40-49 years,261,2019,2
4385,Widowed,Women,50-59 years,826,2019,2
4386,Widowed,Women,60-69 years,2000,2019,2
4387,Widowed,Women,70-79 years,3671,2019,2
4388,Widowed,Women,80-89 years,3336,2019,2
4389,Widowed,Women,90-99 years,1407,2019,2
4390,Widowed,Women,100-109 years,60,2019,2
4391,Widowed,Women,110 years +,0,2019,2
4392,Divorced,Men,0-9 years,0,2019,2
4393,Divorced,Men,10-19 years,0,2019,2
4394,Divorced,Men,20-29 years,188,2019,2
4395,Divorced,Men,30-39 years,2030,2019,2
4396,Divorced,Men,40-49 years,5368,2019,2
4397,Divorced,Men,50-59 years,7065,2019,2
4398,Divorced,Men,60-69 years,4563,2019,2
4399,Divorced,Men,70-79 years,3203,2019,2
4400,Divorced,Men,80-89 years,678,2019,2
4401,Divorced,Men,90-99 years,47,2019,2
4402,Divorced,Men,100-109 years,1,2019,2
4403,Divorced,Men,110 years +,0,2019,2
4404,Divorced,Women,0-9 years,0,2019,2
4405,Divorced,Women,10-19 years,2,2019,2
4406,Divorced,Women,20-29 years,424,2019,2
4407,Divorced,Women,30-39 years,3045,2019,2
4408,Divorced,Women,40-49 years,6835,2019,2
4409,Divorced,Women,50-59 years,8170,2019,2
4410,Divorced,Women,60-69 years,6090,2019,2
4411,Divorced,Women,70-79 years,5193,2019,2
4412,Divorced,Women,80-89 years,1690,2019,2
4413,Divorced,Women,90-99 years,284,2019,2
4414,Divorced,Women,100-109 years,6,2019,2
4415,Divorced,Women,110 years +,0,2019,2
4416,Never married,Men,0-9 years,35759,2019,3
4417,Never married,Men,10-19 years,25621,2019,3
4418,Never married,Men,20-29 years,68044,2019,3
4419,Never married,Men,30-39 years,40648,2019,3
4420,Never married,Men,40-49 years,18468,2019,3
4421,Never married,Men,50-59 years,11084,2019,3
4422,Never married,Men,60-69 years,5630,2019,3
4423,Never married,Men,70-79 years,2108,2019,3
4424,Never married,Men,80-89 years,392,2019,3
4425,Never married,Men,90-99 years,37,2019,3
4426,Never married,Men,100-109 years,0,2019,3
4427,Never married,Men,110 years +,0,2019,3
4428,Never married,Women,0-9 years,34112,2019,3
4429,Never married,Women,10-19 years,25052,2019,3
4430,Never married,Women,20-29 years,75408,2019,3
4431,Never married,Women,30-39 years,35421,2019,3
4432,Never married,Women,40-49 years,14374,2019,3
4433,Never married,Women,50-59 years,8709,2019,3
4434,Never married,Women,60-69 years,4584,2019,3
4435,Never married,Women,70-79 years,2010,2019,3
4436,Never married,Women,80-89 years,553,2019,3
4437,Never married,Women,90-99 years,171,2019,3
4438,Never married,Women,100-109 years,5,2019,3
4439,Never married,Women,110 years +,0,2019,3
4440,Married/separated,Men,0-9 years,0,2019,3
4441,Married/separated,Men,10-19 years,1,2019,3
4442,Married/separated,Men,20-29 years,3172,2019,3
4443,Married/separated,Men,30-39 years,17211,2019,3
4444,Married/separated,Men,40-49 years,18570,2019,3
4445,Married/separated,Men,50-59 years,15412,2019,3
4446,Married/separated,Men,60-69 years,11170,2019,3
4447,Married/separated,Men,70-79 years,7812,2019,3
4448,Married/separated,Men,80-89 years,1942,2019,3
4449,Married/separated,Men,90-99 years,169,2019,3
