marital status	age	sex	district	1974Q1	1975Q1
Widowed	90-99 + years	Women	Polling area - 2. Vest	10	8
Widowed	90-99 + years	Women	Polling area - 3. Indre By	26	28
Widowed	90-99 + years	Women	Polling area - 3. Nord	16	17
Widowed	90-99 + years	Women	Polling area - 3. Syd	14	9
Widowed	90-99 + years	Women	Polling area - 3. Øst	17	15
Widowed	90-99 + years	Women	Polling area - 4. Sundbyøster	12	16
Widowed	90-99 + years	Women	Polling area - 4. Nord	10	11
Widowed	90-99 + years	Women	Polling area - 4. Syd	5	9
Widowed	90-99 + years	Women	Polling area - 4. Øst	7	8
Widowed	90-99 + years	Women	Polling area - 5. Nørrebro	148	134
Widowed	90-99 + years	Women	Polling area - 5. Nord	35	32
Widowed	90-99 + years	Women	Polling area - 5. Nørrebrohallen	10	14
Widowed	90-99 + years	Women	Polling area - 5. Syd	13	12
Widowed	90-99 + years	Women	Polling area - 5. Øst	28	26
Widowed	90-99 + years	Women	Polling area - 5. Vest	12	14
Widowed	90-99 + years	Women	Polling area - 5. Nordvest	20	28
Widowed	90-99 + years	Women	Polling area - 6. Bispebjerg	5	8
Widowed	90-99 + years	Women	Polling area - 6. Vest	17	22
Widowed	90-99 + years	Women	Polling area - 6. Nord	50	58
Widowed	90-99 + years	Women	Polling area - 6. Øst	2	2
Widowed	90-99 + years	Women	Polling area - 6. Syd	9	9
Widowed	90-99 + years	Women	Polling area - 7. Brønshøj	13	10
Widowed	90-99 + years	Women	Polling area - 7. Nord	2	3
Widowed	90-99 + years	Women	Polling area - 7. Syd	13	11
Widowed	90-99 + years	Women	Polling area - 7. Øst	19	21
Widowed	90-99 + years	Women	Polling area - 7. Vest	8	21
Widowed	90-99 + years	Women	Polling area - 7. Nordvest	19	20
Widowed	90-99 + years	Women	Polling area - 7. Katrinedal	12	9
Widowed	90-99 + years	Women	Polling area - 7. Kirkebjerg	10	13
Widowed	90-99 + years	Women	Polling area - 7. Vanløse	15	16
Widowed	90-99 + years	Women	Polling area - 8. Valby	20	28
Widowed	90-99 + years	Women	Polling area - 8. Nord	16	16
Widowed	90-99 + years	Women	Polling area - 8. Syd	5	5
Widowed	90-99 + years	Women	Polling area - 8. Vest	17	18
Widowed	90-99 + years	Women	Polling area - 8. Sydøst	4	9
Widowed	90-99 + years	Women	Polling area - 8. Midt	13	20
Widowed	90-99 + years	Women	Polling area - 9. Vesterbro	12	14
Widowed	90-99 + years	Women	Polling area - 9. Nord	10	12
Widowed	90-99 + years	Women	Polling area - 9. Syd	9	11
Widowed	90-99 + years	Women	Polling area - 9. Øst	5	8
Widowed	90-99 + years	Women	Polling area - 9. Vest	10	9
Widowed	90-99 + years	Women	Polling area - 9. Midt	7	8
Widowed	90-99 + years	Women	Polling area - 9. Sydhavn	0	0
Divorced	0-9 years	Men	Copenhagen total	0	0
Divorced	0-9 years	Men	District - Indre By	0	0
Divorced	0-9 years	Men	District - Østerbro	0	0
Divorced	0-9 years	Men	District - Nørrebro	0	0
Divorced	0-9 years	Men	District - Vesterbro/Kongens Enghave	0	0
Divorced	0-9 years	Men	District - Valby	0	0
Divorced	0-9 years	Men	District - Vanløse	0	0
Divorced	0-9 years	Men	District - Brønshøj-Husum	0	0
Divorced	0-9 years	Men	District - Bispebjerg	0	0
Divorced	0-9 years	Men	District - Amager Øst	0	0
Divorced	0-9 years	Men	District - Amager Vest	0	0
Divorced	0-9 years	Men	Polling area - 1. Østerbro	0	0
Divorced	0-9 years	Men	Polling area - 1. Øst	0	0
Divorced	0-9 years	Men	Polling area - 1. Nord	0	0
Divorced	0-9 years	Men	Polling area - 1. Syd	0	0
Divorced	0-9 years	Men	Polling area - 1. Vest	0	0
Divorced	0-9 years	Men	Polling area - 1. Nordvest	0	0
Divorced	0-9 years	Men	Polling area - 2. Sundbyvester	0	0
Divorced	0-9 years	Men	Polling area - 2. Nord	0	0
Divorced	0-9 years	Men	Polling area - 2. Syd	0	0
Divorced	0-9 years	Men	Polling area - 2. Øst	0	0
Divorced	0-9 years	Men	Polling area - 2. Vest	0	0
Divorced	0-9 years	Men	Polling area - 3. Indre By	0	0
Divorced	0-9 years	Men	Polling area - 3. Nord	0	0
Divorced	0-9 years	Men	Polling area - 3. Syd	0	0
Divorced	0-9 years	Men	Polling area - 3. Øst	0	0
Divorced	0-9 years	Men	Polling area - 4. Sundbyøster	0	0
Divorced	0-9 years	Men	Polling area - 4. Nord	0	0
Divorced	0-9 years	Men	Polling area - 4. Syd	0	0
Divorced	0-9 years	Men	Polling area - 4. Øst	0	0
Divorced	0-9 years	Men	Polling area - 5. Nørrebro	0	0
Divorced	0-9 years	Men	Polling area - 5. Nord	0	0
Divorced	0-9 years	Men	Polling area - 5. Nørrebrohallen	0	0
Divorced	0-9 years	Men	Polling area - 5. Syd	0	0
Divorced	0-9 years	Men	Polling area - 5. Øst	0	0
Divorced	0-9 years	Men	Polling area - 5. Vest	0	0
Divorced	0-9 years	Men	Polling area - 5. Nordvest	0	0
Divorced	0-9 years	Men	Polling area - 6. Bispebjerg	0	0
Divorced	0-9 years	Men	Polling area - 6. Vest	0	0
Divorced	0-9 years	Men	Polling area - 6. Nord	0	0
Divorced	0-9 years	Men	Polling area - 6. Øst	0	0
Divorced	0-9 years	Men	Polling area - 6. Syd	0	0
Divorced	0-9 years	Men	Polling area - 7. Brønshøj	0	0
Divorced	0-9 years	Men	Polling area - 7. Nord	0	0
Divorced	0-9 years	Men	Polling area - 7. Syd	0	0
Divorced	0-9 years	Men	Polling area - 7. Øst	0	0
Divorced	0-9 years	Men	Polling area - 7. Vest	0	0
Divorced	0-9 years	Men	Polling area - 7. Nordvest	0	0
Divorced	0-9 years	Men	Polling area - 7. Katrinedal	0	0
Divorced	0-9 years	Men	Polling area - 7. Kirkebjerg	0	0
Divorced	0-9 years	Men	Polling area - 7. Vanløse	0	0
Divorced	0-9 years	Men	Polling area - 8. Valby	0	0
Divorced	0-9 years	Men	Polling area - 8. Nord	0	0
Divorced	0-9 years	Men	Polling area - 8. Syd	0	0
Divorced	0-9 years	Men	Polling area - 8. Vest	0	0
Divorced	0-9 years	Men	Polling area - 8. Sydøst	0	0
Divorced	0-9 years	Men	Polling area - 8. Midt	0	0
Divorced	0-9 years	Men	Polling area - 9. Vesterbro	0	0
Divorced	0-9 years	Men	Polling area - 9. Nord	0	0
Divorced	0-9 years	Men	Polling area - 9. Syd	0	0
Divorced	0-9 years	Men	Polling area - 9. Øst	0	0
Divorced	0-9 years	Men	Polling area - 9. Vest	0	0
Divorced	0-9 years	Men	Polling area - 9. Midt	0	0
Divorced	0-9 years	Men	Polling area - 9. Sydhavn	0	0
Divorced	0-9 years	Women	Copenhagen total	0	0
Divorced	0-9 years	Women	District - Indre By	0	0
Divorced	0-9 years	Women	District - Østerbro	0	0
Divorced	0-9 years	Women	District - Nørrebro	0	0
Divorced	0-9 years	Women	District - Vesterbro/Kongens Enghave	0	0
Divorced	0-9 years	Women	District - Valby	0	0
Divorced	0-9 years	Women	District - Vanløse	0	0
Divorced	0-9 years	Women	District - Brønshøj-Husum	0	0
Divorced	0-9 years	Women	District - Bispebjerg	0	0
Divorced	0-9 years	Women	District - Amager Øst	0	0
Divorced	0-9 years	Women	District - Amager Vest	0	0
Divorced	0-9 years	Women	Polling area - 1. Østerbro	0	0
Divorced	0-9 years	Women	Polling area - 1. Øst	0	0
Divorced	0-9 years	Women	Polling area - 1. Nord	0	0
Divorced	0-9 years	Women	Polling area - 1. Syd	0	0
Divorced	0-9 years	Women	Polling area - 1. Vest	0	0
Divorced	0-9 years	Women	Polling area - 1. Nordvest	0	0
Divorced	0-9 years	Women	Polling area - 2. Sundbyvester	0	0
Divorced	0-9 years	Women	Polling area - 2. Nord	0	0
Divorced	0-9 years	Women	Polling area - 2. Syd	0	0
Divorced	0-9 years	Women	Polling area - 2. Øst	0	0
Divorced	0-9 years	Women	Polling area - 2. Vest	0	0
Divorced	0-9 years	Women	Polling area - 3. Indre By	0	0
Divorced	0-9 years	Women	Polling area - 3. Nord	0	0
Divorced	0-9 years	Women	Polling area - 3. Syd	0	0
Divorced	0-9 years	Women	Polling area - 3. Øst	0	0
Divorced	0-9 years	Women	Polling area - 4. Sundbyøster	0	0
Divorced	0-9 years	Women	Polling area - 4. Nord	0	0
Divorced	0-9 years	Women	Polling area - 4. Syd	0	0
Divorced	0-9 years	Women	Polling area - 4. Øst	0	0
Divorced	0-9 years	Women	Polling area - 5. Nørrebro	0	0
Divorced	0-9 years	Women	Polling area - 5. Nord	0	0
Divorced	0-9 years	Women	Polling area - 5. Nørrebrohallen	0	0
Divorced	0-9 years	Women	Polling area - 5. Syd	0	0
Divorced	0-9 years	Women	Polling area - 5. Øst	0	0
Divorced	0-9 years	Women	Polling area - 5. Vest	0	0
Divorced	0-9 years	Women	Polling area - 5. Nordvest	0	0
Divorced	0-9 years	Women	Polling area - 6. Bispebjerg	0	0
Divorced	0-9 years	Women	Polling area - 6. Vest	0	0
Divorced	0-9 years	Women	Polling area - 6. Nord	0	0
Divorced	0-9 years	Women	Polling area - 6. Øst	0	0
Divorced	0-9 years	Women	Polling area - 6. Syd	0	0
Divorced	0-9 years	Women	Polling area - 7. Brønshøj	0	0
Divorced	0-9 years	Women	Polling area - 7. Nord	0	0
Divorced	0-9 years	Women	Polling area - 7. Syd	0	0
Divorced	0-9 years	Women	Polling area - 7. Øst	0	0
Divorced	0-9 years	Women	Polling area - 7. Vest	0	0
Divorced	0-9 years	Women	Polling area - 7. Nordvest	0	0
Divorced	0-9 years	Women	Polling area - 7. Katrinedal	0	0
Divorced	0-9 years	Women	Polling area - 7. Kirkebjerg	0	0
Divorced	0-9 years	Women	Polling area - 7. Vanløse	0	0
Divorced	0-9 years	Women	Polling area - 8. Valby	0	0
Divorced	0-9 years	Women	Polling area - 8. Nord	0	0
Divorced	0-9 years	Women	Polling area - 8. Syd	0	0
Divorced	0-9 years	Women	Polling area - 8. Vest	0	0
Divorced	0-9 years	Women	Polling area - 8. Sydøst	0	0
Divorced	0-9 years	Women	Polling area - 8. Midt	0	0
Divorced	0-9 years	Women	Polling area - 9. Vesterbro	0	0
Divorced	0-9 years	Women	Polling area - 9. Nord	0	0
Divorced	0-9 years	Women	Polling area - 9. Syd	0	0
Divorced	0-9 years	Women	Polling area - 9. Øst	0	0
Divorced	0-9 years	Women	Polling area - 9. Vest	0	0
Divorced	0-9 years	Women	Polling area - 9. Midt	0	0
Divorced	0-9 years	Women	Polling area - 9. Sydhavn	0	0
Divorced	10-19 years	Men	Copenhagen total	1	0
Divorced	10-19 years	Men	District - Indre By	1	0
Divorced	10-19 years	Men	District - Østerbro	0	0
Divorced	10-19 years	Men	District - Nørrebro	0	0
Divorced	10-19 years	Men	District - Vesterbro/Kongens Enghave	0	0
Divorced	10-19 years	Men	District - Valby	0	0
Divorced	10-19 years	Men	District - Vanløse	0	0
Divorced	10-19 years	Men	District - Brønshøj-Husum	0	0
Divorced	10-19 years	Men	District - Bispebjerg	0	0
Divorced	10-19 years	Men	District - Amager Øst	0	0
Divorced	10-19 years	Men	District - Amager Vest	0	0
Divorced	10-19 years	Men	Polling area - 1. Østerbro	0	0
Divorced	10-19 years	Men	Polling area - 1. Øst	0	0
Divorced	10-19 years	Men	Polling area - 1. Nord	0	0
Divorced	10-19 years	Men	Polling area - 1. Syd	0	0
Divorced	10-19 years	Men	Polling area - 1. Vest	0	0
Divorced	10-19 years	Men	Polling area - 1. Nordvest	0	0
Divorced	10-19 years	Men	Polling area - 2. Sundbyvester	0	0
Divorced	10-19 years	Men	Polling area - 2. Nord	0	0
Divorced	10-19 years	Men	Polling area - 2. Syd	0	0
Divorced	10-19 years	Men	Polling area - 2. Øst	0	0
Divorced	10-19 years	Men	Polling area - 2. Vest	0	0
Divorced	10-19 years	Men	Polling area - 3. Indre By	1	0
Divorced	10-19 years	Men	Polling area - 3. Nord	0	0
Divorced	10-19 years	Men	Polling area - 3. Syd	0	0
Divorced	10-19 years	Men	Polling area - 3. Øst	0	0
Divorced	10-19 years	Men	Polling area - 4. Sundbyøster	0	0
Divorced	10-19 years	Men	Polling area - 4. Nord	0	0
Divorced	10-19 years	Men	Polling area - 4. Syd	0	0
Divorced	10-19 years	Men	Polling area - 4. Øst	0	0
Divorced	10-19 years	Men	Polling area - 5. Nørrebro	0	0
Divorced	10-19 years	Men	Polling area - 5. Nord	0	0
Divorced	10-19 years	Men	Polling area - 5. Nørrebrohallen	0	0
Divorced	10-19 years	Men	Polling area - 5. Syd	0	0
Divorced	10-19 years	Men	Polling area - 5. Øst	0	0
Divorced	10-19 years	Men	Polling area - 5. Vest	0	0
Divorced	10-19 years	Men	Polling area - 5. Nordvest	0	0
Divorced	10-19 years	Men	Polling area - 6. Bispebjerg	0	0
Divorced	10-19 years	Men	Polling area - 6. Vest	0	0
Divorced	10-19 years	Men	Polling area - 6. Nord	0	0
Divorced	10-19 years	Men	Polling area - 6. Øst	0	0
Divorced	10-19 years	Men	Polling area - 6. Syd	0	0
Divorced	10-19 years	Men	Polling area - 7. Brønshøj	0	0
Divorced	10-19 years	Men	Polling area - 7. Nord	0	0
Divorced	10-19 years	Men	Polling area - 7. Syd	0	0
Divorced	10-19 years	Men	Polling area - 7. Øst	0	0
Divorced	10-19 years	Men	Polling area - 7. Vest	0	0
Divorced	10-19 years	Men	Polling area - 7. Nordvest	0	0
Divorced	10-19 years	Men	Polling area - 7. Katrinedal	0	0
Divorced	10-19 years	Men	Polling area - 7. Kirkebjerg	0	0
Divorced	10-19 years	Men	Polling area - 7. Vanløse	0	0
Divorced	10-19 years	Men	Polling area - 8. Valby	0	0
Divorced	10-19 years	Men	Polling area - 8. Nord	0	0
Divorced	10-19 years	Men	Polling area - 8. Syd	0	0
Divorced	10-19 years	Men	Polling area - 8. Vest	0	0
Divorced	10-19 years	Men	Polling area - 8. Sydøst	0	0
Divorced	10-19 years	Men	Polling area - 8. Midt	0	0
Divorced	10-19 years	Men	Polling area - 9. Vesterbro	0	0
Divorced	10-19 years	Men	Polling area - 9. Nord	0	0
Divorced	10-19 years	Men	Polling area - 9. Syd	0	0
Divorced	10-19 years	Men	Polling area - 9. Øst	0	0
Divorced	10-19 years	Men	Polling area - 9. Vest	0	0
Divorced	10-19 years	Men	Polling area - 9. Midt	0	0
Divorced	10-19 years	Men	Polling area - 9. Sydhavn	0	0
Divorced	10-19 years	Women	Copenhagen total	9	11
Divorced	10-19 years	Women	District - Indre By	2	1
Divorced	10-19 years	Women	District - Østerbro	0	2
Divorced	10-19 years	Women	District - Nørrebro	5	3
Divorced	10-19 years	Women	District - Vesterbro/Kongens Enghave	1	1
Divorced	10-19 years	Women	District - Valby	0	0
Divorced	10-19 years	Women	District - Vanløse	0	0
Divorced	10-19 years	Women	District - Brønshøj-Husum	0	2
Divorced	10-19 years	Women	District - Bispebjerg	0	1
Divorced	10-19 years	Women	District - Amager Øst	1	1
Divorced	10-19 years	Women	District - Amager Vest	0	0
Divorced	10-19 years	Women	Polling area - 1. Østerbro	0	1
Divorced	10-19 years	Women	Polling area - 1. Øst	0	0
Divorced	10-19 years	Women	Polling area - 1. Nord	0	0
Divorced	10-19 years	Women	Polling area - 1. Syd	0	1
Divorced	10-19 years	Women	Polling area - 1. Vest	0	0
Divorced	10-19 years	Women	Polling area - 1. Nordvest	0	0
Divorced	10-19 years	Women	Polling area - 2. Sundbyvester	0	0
Divorced	10-19 years	Women	Polling area - 2. Nord	0	0
Divorced	10-19 years	Women	Polling area - 2. Syd	0	0
Divorced	10-19 years	Women	Polling area - 2. Øst	0	0
Divorced	10-19 years	Women	Polling area - 2. Vest	0	0
Divorced	10-19 years	Women	Polling area - 3. Indre By	0	1
Divorced	10-19 years	Women	Polling area - 3. Nord	0	0
Divorced	10-19 years	Women	Polling area - 3. Syd	1	0
Divorced	10-19 years	Women	Polling area - 3. Øst	1	0
Divorced	10-19 years	Women	Polling area - 4. Sundbyøster	1	0
Divorced	10-19 years	Women	Polling area - 4. Nord	0	1
Divorced	10-19 years	Women	Polling area - 4. Syd	0	0
Divorced	10-19 years	Women	Polling area - 4. Øst	0	0
Divorced	10-19 years	Women	Polling area - 5. Nørrebro	1	0
Divorced	10-19 years	Women	Polling area - 5. Nord	1	0
Divorced	10-19 years	Women	Polling area - 5. Nørrebrohallen	0	0
Divorced	10-19 years	Women	Polling area - 5. Syd	2	0
Divorced	10-19 years	Women	Polling area - 5. Øst	0	1
Divorced	10-19 years	Women	Polling area - 5. Vest	1	1
Divorced	10-19 years	Women	Polling area - 5. Nordvest	0	1
Divorced	10-19 years	Women	Polling area - 6. Bispebjerg	0	1
Divorced	10-19 years	Women	Polling area - 6. Vest	0	0
Divorced	10-19 years	Women	Polling area - 6. Nord	0	0
Divorced	10-19 years	Women	Polling area - 6. Øst	0	0
Divorced	10-19 years	Women	Polling area - 6. Syd	0	0
Divorced	10-19 years	Women	Polling area - 7. Brønshøj	0	0
Divorced	10-19 years	Women	Polling area - 7. Nord	0	0
Divorced	10-19 years	Women	Polling area - 7. Syd	0	0
Divorced	10-19 years	Women	Polling area - 7. Øst	0	0
Divorced	10-19 years	Women	Polling area - 7. Vest	0	1
Divorced	10-19 years	Women	Polling area - 7. Nordvest	0	1
Divorced	10-19 years	Women	Polling area - 7. Katrinedal	0	0
Divorced	10-19 years	Women	Polling area - 7. Kirkebjerg	0	0
Divorced	10-19 years	Women	Polling area - 7. Vanløse	0	0
Divorced	10-19 years	Women	Polling area - 8. Valby	0	0
Divorced	10-19 years	Women	Polling area - 8. Nord	0	0
Divorced	10-19 years	Women	Polling area - 8. Syd	0	0
Divorced	10-19 years	Women	Polling area - 8. Vest	0	0
Divorced	10-19 years	Women	Polling area - 8. Sydøst	0	0
Divorced	10-19 years	Women	Polling area - 8. Midt	0	0
Divorced	10-19 years	Women	Polling area - 9. Vesterbro	0	1
Divorced	10-19 years	Women	Polling area - 9. Nord	1	0
Divorced	10-19 years	Women	Polling area - 9. Syd	0	0
Divorced	10-19 years	Women	Polling area - 9. Øst	0	0
Divorced	10-19 years	Women	Polling area - 9. Vest	0	0
Divorced	10-19 years	Women	Polling area - 9. Midt	0	0
Divorced	10-19 years	Women	Polling area - 9. Sydhavn	0	0
Divorced	20-29 years	Men	Copenhagen total	2769	2481
Divorced	20-29 years	Men	District - Indre By	370	348
Divorced	20-29 years	Men	District - Østerbro	347	318
Divorced	20-29 years	Men	District - Nørrebro	577	522
Divorced	20-29 years	Men	District - Vesterbro/Kongens Enghave	410	352
Divorced	20-29 years	Men	District - Valby	160	134
Divorced	20-29 years	Men	District - Vanløse	122	94
Divorced	20-29 years	Men	District - Brønshøj-Husum	127	114
Divorced	20-29 years	Men	District - Bispebjerg	152	139
Divorced	20-29 years	Men	District - Amager Øst	229	218
Divorced	20-29 years	Men	District - Amager Vest	275	242
Divorced	20-29 years	Men	Polling area - 1. Østerbro	74	69
Divorced	20-29 years	Men	Polling area - 1. Øst	32	29
Divorced	20-29 years	Men	Polling area - 1. Nord	26	22
Divorced	20-29 years	Men	Polling area - 1. Syd	109	85
Divorced	20-29 years	Men	Polling area - 1. Vest	40	46
Divorced	20-29 years	Men	Polling area - 1. Nordvest	66	67
Divorced	20-29 years	Men	Polling area - 2. Sundbyvester	45	43
Divorced	20-29 years	Men	Polling area - 2. Nord	60	52
Divorced	20-29 years	Men	Polling area - 2. Syd	79	74
Divorced	20-29 years	Men	Polling area - 2. Øst	40	26
Divorced	20-29 years	Men	Polling area - 2. Vest	51	47
Divorced	20-29 years	Men	Polling area - 3. Indre By	113	122
Divorced	20-29 years	Men	Polling area - 3. Nord	44	43
Divorced	20-29 years	Men	Polling area - 3. Syd	94	75
Divorced	20-29 years	Men	Polling area - 3. Øst	119	108
Divorced	20-29 years	Men	Polling area - 4. Sundbyøster	58	56
Divorced	20-29 years	Men	Polling area - 4. Nord	92	85
Divorced	20-29 years	Men	Polling area - 4. Syd	54	44
Divorced	20-29 years	Men	Polling area - 4. Øst	25	33
Divorced	20-29 years	Men	Polling area - 5. Nørrebro	63	52
Divorced	20-29 years	Men	Polling area - 5. Nord	75	76
Divorced	20-29 years	Men	Polling area - 5. Nørrebrohallen	49	39
Divorced	20-29 years	Men	Polling area - 5. Syd	122	104
Divorced	20-29 years	Men	Polling area - 5. Øst	80	84
Divorced	20-29 years	Men	Polling area - 5. Vest	87	80
Divorced	20-29 years	Men	Polling area - 5. Nordvest	101	87
Divorced	20-29 years	Men	Polling area - 6. Bispebjerg	45	46
Divorced	20-29 years	Men	Polling area - 6. Vest	23	21
Divorced	20-29 years	Men	Polling area - 6. Nord	32	27
Divorced	20-29 years	Men	Polling area - 6. Øst	7	6
Divorced	20-29 years	Men	Polling area - 6. Syd	45	39
Divorced	20-29 years	Men	Polling area - 7. Brønshøj	15	14
Divorced	20-29 years	Men	Polling area - 7. Nord	23	24
Divorced	20-29 years	Men	Polling area - 7. Syd	34	22
Divorced	20-29 years	Men	Polling area - 7. Øst	26	18
Divorced	20-29 years	Men	Polling area - 7. Vest	38	29
Divorced	20-29 years	Men	Polling area - 7. Nordvest	36	35
Divorced	20-29 years	Men	Polling area - 7. Katrinedal	10	15
Divorced	20-29 years	Men	Polling area - 7. Kirkebjerg	21	12
Divorced	20-29 years	Men	Polling area - 7. Vanløse	46	39
Divorced	20-29 years	Men	Polling area - 8. Valby	32	31
Divorced	20-29 years	Men	Polling area - 8. Nord	28	30
Divorced	20-29 years	Men	Polling area - 8. Syd	21	16
Divorced	20-29 years	Men	Polling area - 8. Vest	26	17
Divorced	20-29 years	Men	Polling area - 8. Sydøst	33	28
Divorced	20-29 years	Men	Polling area - 8. Midt	20	12
Divorced	20-29 years	Men	Polling area - 9. Vesterbro	64	61
Divorced	20-29 years	Men	Polling area - 9. Nord	106	97
Divorced	20-29 years	Men	Polling area - 9. Syd	43	45
Divorced	20-29 years	Men	Polling area - 9. Øst	100	72
Divorced	20-29 years	Men	Polling area - 9. Vest	72	56
Divorced	20-29 years	Men	Polling area - 9. Midt	15	12
Divorced	20-29 years	Men	Polling area - 9. Sydhavn	10	9
Divorced	20-29 years	Women	Copenhagen total	3799	3371
Divorced	20-29 years	Women	District - Indre By	445	359
Divorced	20-29 years	Women	District - Østerbro	520	459
Divorced	20-29 years	Women	District - Nørrebro	774	693
Divorced	20-29 years	Women	District - Vesterbro/Kongens Enghave	498	484
Divorced	20-29 years	Women	District - Valby	283	246
Divorced	20-29 years	Women	District - Vanløse	180	175
Divorced	20-29 years	Women	District - Brønshøj-Husum	230	207
Divorced	20-29 years	Women	District - Bispebjerg	229	198
Divorced	20-29 years	Women	District - Amager Øst	307	252
Divorced	20-29 years	Women	District - Amager Vest	333	298
Divorced	20-29 years	Women	Polling area - 1. Østerbro	103	96
Divorced	20-29 years	Women	Polling area - 1. Øst	59	50
Divorced	20-29 years	Women	Polling area - 1. Nord	47	47
Divorced	20-29 years	Women	Polling area - 1. Syd	134	108
Divorced	20-29 years	Women	Polling area - 1. Vest	69	71
Divorced	20-29 years	Women	Polling area - 1. Nordvest	108	87
Divorced	20-29 years	Women	Polling area - 2. Sundbyvester	95	87
Divorced	20-29 years	Women	Polling area - 2. Nord	113	119
Divorced	20-29 years	Women	Polling area - 2. Syd	14	12
Divorced	20-29 years	Women	Polling area - 2. Øst	35	27
Divorced	20-29 years	Women	Polling area - 2. Vest	76	53
Divorced	20-29 years	Women	Polling area - 3. Indre By	131	111
Divorced	20-29 years	Women	Polling area - 3. Nord	64	54
Divorced	20-29 years	Women	Polling area - 3. Syd	107	91
Divorced	20-29 years	Women	Polling area - 3. Øst	143	103
Divorced	20-29 years	Women	Polling area - 4. Sundbyøster	79	76
Divorced	20-29 years	Women	Polling area - 4. Nord	113	94
Divorced	20-29 years	Women	Polling area - 4. Syd	82	53
Divorced	20-29 years	Women	Polling area - 4. Øst	33	29
Divorced	20-29 years	Women	Polling area - 5. Nørrebro	82	65
Divorced	20-29 years	Women	Polling area - 5. Nord	124	102
Divorced	20-29 years	Women	Polling area - 5. Nørrebrohallen	64	53
Divorced	20-29 years	Women	Polling area - 5. Syd	109	118
Divorced	20-29 years	Women	Polling area - 5. Øst	103	86
Divorced	20-29 years	Women	Polling area - 5. Vest	109	105
Divorced	20-29 years	Women	Polling area - 5. Nordvest	183	164
Divorced	20-29 years	Women	Polling area - 6. Bispebjerg	76	54
Divorced	20-29 years	Women	Polling area - 6. Vest	31	29
Divorced	20-29 years	Women	Polling area - 6. Nord	32	38
Divorced	20-29 years	Women	Polling area - 6. Øst	16	15
Divorced	20-29 years	Women	Polling area - 6. Syd	74	62
Divorced	20-29 years	Women	Polling area - 7. Brønshøj	23	24
Divorced	20-29 years	Women	Polling area - 7. Nord	103	82
Divorced	20-29 years	Women	Polling area - 7. Syd	43	35
Divorced	20-29 years	Women	Polling area - 7. Øst	41	43
Divorced	20-29 years	Women	Polling area - 7. Vest	41	41
Divorced	20-29 years	Women	Polling area - 7. Nordvest	36	31
Divorced	20-29 years	Women	Polling area - 7. Katrinedal	15	19
Divorced	20-29 years	Women	Polling area - 7. Kirkebjerg	21	23
Divorced	20-29 years	Women	Polling area - 7. Vanløse	87	84
Divorced	20-29 years	Women	Polling area - 8. Valby	39	36
Divorced	20-29 years	Women	Polling area - 8. Nord	66	49
Divorced	20-29 years	Women	Polling area - 8. Syd	26	22
Divorced	20-29 years	Women	Polling area - 8. Vest	54	45
Divorced	20-29 years	Women	Polling area - 8. Sydøst	65	58
Divorced	20-29 years	Women	Polling area - 8. Midt	33	36
Divorced	20-29 years	Women	Polling area - 9. Vesterbro	96	78
Divorced	20-29 years	Women	Polling area - 9. Nord	126	120
Divorced	20-29 years	Women	Polling area - 9. Syd	66	72
Divorced	20-29 years	Women	Polling area - 9. Øst	92	96
Divorced	20-29 years	Women	Polling area - 9. Vest	70	73
Divorced	20-29 years	Women	Polling area - 9. Midt	20	22
Divorced	20-29 years	Women	Polling area - 9. Sydhavn	28	23
Divorced	30-39 years	Men	Copenhagen total	5293	5424
Divorced	30-39 years	Men	District - Indre By	668	668
Divorced	30-39 years	Men	District - Østerbro	584	668
Divorced	30-39 years	Men	District - Nørrebro	1088	1084
Divorced	30-39 years	Men	District - Vesterbro/Kongens Enghave	849	891
Divorced	30-39 years	Men	District - Valby	307	345
Divorced	30-39 years	Men	District - Vanløse	236	237
Divorced	30-39 years	Men	District - Brønshøj-Husum	267	273
Divorced	30-39 years	Men	District - Bispebjerg	334	328
Divorced	30-39 years	Men	District - Amager Øst	401	377
Divorced	30-39 years	Men	District - Amager Vest	559	553
Divorced	30-39 years	Men	Polling area - 1. Østerbro	123	154
Divorced	30-39 years	Men	Polling area - 1. Øst	65	83
Divorced	30-39 years	Men	Polling area - 1. Nord	59	53
Divorced	30-39 years	Men	Polling area - 1. Syd	195	209
Divorced	30-39 years	Men	Polling area - 1. Vest	59	78
Divorced	30-39 years	Men	Polling area - 1. Nordvest	83	91
Divorced	30-39 years	Men	Polling area - 2. Sundbyvester	97	99
Divorced	30-39 years	Men	Polling area - 2. Nord	169	171
Divorced	30-39 years	Men	Polling area - 2. Syd	165	158
Divorced	30-39 years	Men	Polling area - 2. Øst	57	49
Divorced	30-39 years	Men	Polling area - 2. Vest	71	76
Divorced	30-39 years	Men	Polling area - 3. Indre By	224	223
Divorced	30-39 years	Men	Polling area - 3. Nord	83	68
Divorced	30-39 years	Men	Polling area - 3. Syd	138	134
Divorced	30-39 years	Men	Polling area - 3. Øst	223	243
Divorced	30-39 years	Men	Polling area - 4. Sundbyøster	109	95
Divorced	30-39 years	Men	Polling area - 4. Nord	140	134
Divorced	30-39 years	Men	Polling area - 4. Syd	76	81
Divorced	30-39 years	Men	Polling area - 4. Øst	76	67
Divorced	30-39 years	Men	Polling area - 5. Nørrebro	117	116
