citizenship	age	sex	district	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Non-western countries	40-44 years	Women	District - Østerbro	27	26	35	27	26
Non-western countries	40-44 years	Women	District - Nørrebro	64	77	75	74	83
Non-western countries	40-44 years	Women	District - Vesterbro/Kongens Enghave	61	62	70	66	67
Non-western countries	40-44 years	Women	District - Valby	15	17	21	19	22
Non-western countries	40-44 years	Women	District - Vanløse	7	6	5	5	6
Non-western countries	40-44 years	Women	District - Brønshøj-Husum	4	4	8	10	13
Non-western countries	40-44 years	Women	District - Bispebjerg	21	22	19	22	27
Non-western countries	40-44 years	Women	District - Amager Øst	24	26	29	30	29
Non-western countries	40-44 years	Women	District - Amager Vest	17	16	25	27	25
Non-western countries	40-44 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	40-44 years	Women	Polling area - 1. Østerbro	6	5	7	6	5
Non-western countries	40-44 years	Women	Polling area - 1. Øst	4	2	2	2	0
Non-western countries	40-44 years	Women	Polling area - 1. Nord	1	2	0	0	0
Non-western countries	40-44 years	Women	Polling area - 1. Syd	4	4	6	6	7
Non-western countries	40-44 years	Women	Polling area - 1. Vest	5	8	12	7	9
Non-western countries	40-44 years	Women	Polling area - 1. Nordvest	7	5	8	6	5
Non-western countries	40-44 years	Women	Polling area - 2. Sundbyvester	0	0	0	4	4
Non-western countries	40-44 years	Women	Polling area - 2. Nord	8	5	9	9	8
Non-western countries	40-44 years	Women	Polling area - 2. Syd	1	2	3	2	2
Non-western countries	40-44 years	Women	Polling area - 2. Øst	4	1	4	3	4
Non-western countries	40-44 years	Women	Polling area - 2. Vest	4	8	9	9	7
Non-western countries	40-44 years	Women	Polling area - 3. Indre By	9	7	5	7	7
Non-western countries	40-44 years	Women	Polling area - 3. Nord	2	0	0	1	2
Non-western countries	40-44 years	Women	Polling area - 3. Syd	2	3	1	1	1
Non-western countries	40-44 years	Women	Polling area - 3. Øst	7	5	3	5	5
Non-western countries	40-44 years	Women	Polling area - 4. Sundbyøster	7	10	10	6	9
Non-western countries	40-44 years	Women	Polling area - 4. Nord	11	10	14	17	15
Non-western countries	40-44 years	Women	Polling area - 4. Syd	5	5	4	5	5
Non-western countries	40-44 years	Women	Polling area - 4. Øst	1	1	1	2	0
Non-western countries	40-44 years	Women	Polling area - 5. Nørrebro	7	14	16	14	17
Non-western countries	40-44 years	Women	Polling area - 5. Nord	7	5	4	6	5
Non-western countries	40-44 years	Women	Polling area - 5. Nørrebrohallen	7	9	7	8	6
Non-western countries	40-44 years	Women	Polling area - 5. Syd	15	11	11	17	16
Non-western countries	40-44 years	Women	Polling area - 5. Øst	6	10	9	7	12
Non-western countries	40-44 years	Women	Polling area - 5. Vest	13	14	15	10	12
Non-western countries	40-44 years	Women	Polling area - 5. Nordvest	9	14	13	12	15
Non-western countries	40-44 years	Women	Polling area - 6. Bispebjerg	6	5	4	5	7
Non-western countries	40-44 years	Women	Polling area - 6. Vest	6	3	3	3	6
Non-western countries	40-44 years	Women	Polling area - 6. Nord	2	4	2	5	6
Non-western countries	40-44 years	Women	Polling area - 6. Øst	1	1	1	1	1
Non-western countries	40-44 years	Women	Polling area - 6. Syd	6	9	9	8	7
Non-western countries	40-44 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	40-44 years	Women	Polling area - 7. Nord	0	0	1	2	5
Non-western countries	40-44 years	Women	Polling area - 7. Syd	2	2	1	1	1
Non-western countries	40-44 years	Women	Polling area - 7. Øst	1	0	1	1	2
Non-western countries	40-44 years	Women	Polling area - 7. Vest	1	1	2	4	4
Non-western countries	40-44 years	Women	Polling area - 7. Nordvest	2	3	4	3	3
Non-western countries	40-44 years	Women	Polling area - 7. Katrinedal	1	0	1	1	1
Non-western countries	40-44 years	Women	Polling area - 7. Kirkebjerg	1	2	2	3	3
Non-western countries	40-44 years	Women	Polling area - 7. Vanløse	3	2	1	0	0
Non-western countries	40-44 years	Women	Polling area - 8. Valby	1	4	6	6	8
Non-western countries	40-44 years	Women	Polling area - 8. Nord	0	1	2	2	3
Non-western countries	40-44 years	Women	Polling area - 8. Syd	3	3	2	2	4
Non-western countries	40-44 years	Women	Polling area - 8. Vest	0	0	0	0	0
Non-western countries	40-44 years	Women	Polling area - 8. Sydøst	8	7	9	7	4
Non-western countries	40-44 years	Women	Polling area - 8. Midt	3	2	2	2	3
Non-western countries	40-44 years	Women	Polling area - 9. Vesterbro	21	22	22	19	22
Non-western countries	40-44 years	Women	Polling area - 9. Nord	14	15	18	20	19
Non-western countries	40-44 years	Women	Polling area - 9. Syd	5	5	6	5	5
Non-western countries	40-44 years	Women	Polling area - 9. Øst	12	12	11	12	12
Non-western countries	40-44 years	Women	Polling area - 9. Vest	7	5	8	8	6
Non-western countries	40-44 years	Women	Polling area - 9. Midt	1	1	3	1	1
Non-western countries	40-44 years	Women	Polling area - 9. Sydhavn	1	2	2	1	2
Non-western countries	45-49 years	Men	Copenhagen total	362	389	421	443	469
Non-western countries	45-49 years	Men	District - Indre By	27	24	21	22	20
Non-western countries	45-49 years	Men	District - Østerbro	33	41	43	39	41
Non-western countries	45-49 years	Men	District - Nørrebro	91	99	113	112	122
Non-western countries	45-49 years	Men	District - Vesterbro/Kongens Enghave	125	128	129	139	138
Non-western countries	45-49 years	Men	District - Valby	18	19	28	25	26
Non-western countries	45-49 years	Men	District - Vanløse	4	6	6	9	10
Non-western countries	45-49 years	Men	District - Brønshøj-Husum	4	4	3	9	15
Non-western countries	45-49 years	Men	District - Bispebjerg	19	23	24	28	37
Non-western countries	45-49 years	Men	District - Amager Øst	16	18	23	33	32
Non-western countries	45-49 years	Men	District - Amager Vest	25	27	31	27	28
Non-western countries	45-49 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	45-49 years	Men	Polling area - 1. Østerbro	8	9	9	10	8
Non-western countries	45-49 years	Men	Polling area - 1. Øst	2	1	3	1	2
Non-western countries	45-49 years	Men	Polling area - 1. Nord	3	5	4	2	2
Non-western countries	45-49 years	Men	Polling area - 1. Syd	9	16	14	12	7
Non-western countries	45-49 years	Men	Polling area - 1. Vest	7	6	5	7	15
Non-western countries	45-49 years	Men	Polling area - 1. Nordvest	4	4	8	7	7
Non-western countries	45-49 years	Men	Polling area - 2. Sundbyvester	2	3	2	2	2
Non-western countries	45-49 years	Men	Polling area - 2. Nord	12	14	14	12	8
Non-western countries	45-49 years	Men	Polling area - 2. Syd	5	5	3	1	4
Non-western countries	45-49 years	Men	Polling area - 2. Øst	4	1	4	5	4
Non-western countries	45-49 years	Men	Polling area - 2. Vest	2	4	8	7	10
Non-western countries	45-49 years	Men	Polling area - 3. Indre By	18	16	12	11	8
Non-western countries	45-49 years	Men	Polling area - 3. Nord	2	3	3	5	4
Non-western countries	45-49 years	Men	Polling area - 3. Syd	0	1	1	2	3
Non-western countries	45-49 years	Men	Polling area - 3. Øst	7	4	5	4	5
Non-western countries	45-49 years	Men	Polling area - 4. Sundbyøster	3	4	8	10	9
Non-western countries	45-49 years	Men	Polling area - 4. Nord	9	10	12	17	15
Non-western countries	45-49 years	Men	Polling area - 4. Syd	1	2	2	4	5
Non-western countries	45-49 years	Men	Polling area - 4. Øst	3	2	1	2	3
Non-western countries	45-49 years	Men	Polling area - 5. Nørrebro	17	14	16	12	21
Non-western countries	45-49 years	Men	Polling area - 5. Nord	7	8	8	11	10
Non-western countries	45-49 years	Men	Polling area - 5. Nørrebrohallen	4	7	7	9	7
Non-western countries	45-49 years	Men	Polling area - 5. Syd	19	15	15	17	18
Non-western countries	45-49 years	Men	Polling area - 5. Øst	20	16	17	17	16
Non-western countries	45-49 years	Men	Polling area - 5. Vest	12	16	26	22	19
Non-western countries	45-49 years	Men	Polling area - 5. Nordvest	12	23	24	24	31
Non-western countries	45-49 years	Men	Polling area - 6. Bispebjerg	6	6	3	8	9
Non-western countries	45-49 years	Men	Polling area - 6. Vest	1	3	3	6	7
Non-western countries	45-49 years	Men	Polling area - 6. Nord	2	5	9	5	6
Non-western countries	45-49 years	Men	Polling area - 6. Øst	3	2	0	1	2
Non-western countries	45-49 years	Men	Polling area - 6. Syd	7	7	9	8	13
Non-western countries	45-49 years	Men	Polling area - 7. Brønshøj	0	0	0	0	2
Non-western countries	45-49 years	Men	Polling area - 7. Nord	2	1	2	3	6
Non-western countries	45-49 years	Men	Polling area - 7. Syd	0	0	1	1	3
Non-western countries	45-49 years	Men	Polling area - 7. Øst	0	1	0	1	3
Non-western countries	45-49 years	Men	Polling area - 7. Vest	2	1	0	1	2
Non-western countries	45-49 years	Men	Polling area - 7. Nordvest	0	1	1	4	3
Non-western countries	45-49 years	Men	Polling area - 7. Katrinedal	1	1	1	1	2
Non-western countries	45-49 years	Men	Polling area - 7. Kirkebjerg	2	3	3	4	2
Non-western countries	45-49 years	Men	Polling area - 7. Vanløse	1	2	1	3	2
Non-western countries	45-49 years	Men	Polling area - 8. Valby	2	3	7	4	6
Non-western countries	45-49 years	Men	Polling area - 8. Nord	1	1	2	2	3
Non-western countries	45-49 years	Men	Polling area - 8. Syd	2	2	5	4	3
Non-western countries	45-49 years	Men	Polling area - 8. Vest	1	1	1	5	2
Non-western countries	45-49 years	Men	Polling area - 8. Sydøst	6	6	6	6	6
Non-western countries	45-49 years	Men	Polling area - 8. Midt	6	6	7	4	6
Non-western countries	45-49 years	Men	Polling area - 9. Vesterbro	23	33	31	34	32
Non-western countries	45-49 years	Men	Polling area - 9. Nord	27	26	26	27	38
Non-western countries	45-49 years	Men	Polling area - 9. Syd	6	4	5	5	3
Non-western countries	45-49 years	Men	Polling area - 9. Øst	58	51	45	47	41
Non-western countries	45-49 years	Men	Polling area - 9. Vest	9	10	17	21	18
Non-western countries	45-49 years	Men	Polling area - 9. Midt	2	3	3	4	4
Non-western countries	45-49 years	Men	Polling area - 9. Sydhavn	0	1	2	1	2
Non-western countries	45-49 years	Women	Copenhagen total	148	175	195	208	215
Non-western countries	45-49 years	Women	District - Indre By	12	14	19	12	10
Non-western countries	45-49 years	Women	District - Østerbro	17	19	21	22	21
Non-western countries	45-49 years	Women	District - Nørrebro	41	52	55	56	59
Non-western countries	45-49 years	Women	District - Vesterbro/Kongens Enghave	35	42	46	51	56
Non-western countries	45-49 years	Women	District - Valby	7	9	5	11	12
Non-western countries	45-49 years	Women	District - Vanløse	3	4	6	6	5
Non-western countries	45-49 years	Women	District - Brønshøj-Husum	0	0	3	2	5
Non-western countries	45-49 years	Women	District - Bispebjerg	8	6	13	14	15
Non-western countries	45-49 years	Women	District - Amager Øst	14	16	12	14	15
Non-western countries	45-49 years	Women	District - Amager Vest	11	13	15	20	17
Non-western countries	45-49 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	45-49 years	Women	Polling area - 1. Østerbro	2	3	2	3	3
Non-western countries	45-49 years	Women	Polling area - 1. Øst	1	2	2	2	2
Non-western countries	45-49 years	Women	Polling area - 1. Nord	6	7	7	4	1
Non-western countries	45-49 years	Women	Polling area - 1. Syd	2	2	4	5	5
Non-western countries	45-49 years	Women	Polling area - 1. Vest	4	4	4	5	5
Non-western countries	45-49 years	Women	Polling area - 1. Nordvest	2	1	2	3	5
Non-western countries	45-49 years	Women	Polling area - 2. Sundbyvester	1	1	1	1	1
Non-western countries	45-49 years	Women	Polling area - 2. Nord	7	8	10	12	8
Non-western countries	45-49 years	Women	Polling area - 2. Syd	0	1	0	1	1
Non-western countries	45-49 years	Women	Polling area - 2. Øst	1	1	1	2	4
Non-western countries	45-49 years	Women	Polling area - 2. Vest	2	2	3	4	3
Non-western countries	45-49 years	Women	Polling area - 3. Indre By	4	7	9	4	4
Non-western countries	45-49 years	Women	Polling area - 3. Nord	4	4	1	2	1
Non-western countries	45-49 years	Women	Polling area - 3. Syd	1	1	2	1	1
Non-western countries	45-49 years	Women	Polling area - 3. Øst	3	2	7	5	4
Non-western countries	45-49 years	Women	Polling area - 4. Sundbyøster	5	5	5	5	6
Non-western countries	45-49 years	Women	Polling area - 4. Nord	6	5	3	4	6
Non-western countries	45-49 years	Women	Polling area - 4. Syd	3	4	3	4	2
Non-western countries	45-49 years	Women	Polling area - 4. Øst	0	2	1	1	1
Non-western countries	45-49 years	Women	Polling area - 5. Nørrebro	4	5	6	10	11
Non-western countries	45-49 years	Women	Polling area - 5. Nord	6	8	8	7	4
Non-western countries	45-49 years	Women	Polling area - 5. Nørrebrohallen	2	4	5	6	10
Non-western countries	45-49 years	Women	Polling area - 5. Syd	9	10	8	9	10
Non-western countries	45-49 years	Women	Polling area - 5. Øst	2	3	3	5	4
Non-western countries	45-49 years	Women	Polling area - 5. Vest	9	12	14	8	10
Non-western countries	45-49 years	Women	Polling area - 5. Nordvest	9	10	11	11	10
Non-western countries	45-49 years	Women	Polling area - 6. Bispebjerg	0	1	3	3	4
Non-western countries	45-49 years	Women	Polling area - 6. Vest	1	0	3	3	3
Non-western countries	45-49 years	Women	Polling area - 6. Nord	3	2	2	1	1
Non-western countries	45-49 years	Women	Polling area - 6. Øst	0	0	0	0	0
Non-western countries	45-49 years	Women	Polling area - 6. Syd	4	3	5	7	7
Non-western countries	45-49 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	45-49 years	Women	Polling area - 7. Nord	0	0	0	0	2
Non-western countries	45-49 years	Women	Polling area - 7. Syd	1	2	2	2	2
Non-western countries	45-49 years	Women	Polling area - 7. Øst	0	0	1	0	0
Non-western countries	45-49 years	Women	Polling area - 7. Vest	0	0	1	1	2
Non-western countries	45-49 years	Women	Polling area - 7. Nordvest	0	0	1	1	1
Non-western countries	45-49 years	Women	Polling area - 7. Katrinedal	0	1	1	1	1
Non-western countries	45-49 years	Women	Polling area - 7. Kirkebjerg	1	0	1	2	1
Non-western countries	45-49 years	Women	Polling area - 7. Vanløse	1	1	2	1	1
Non-western countries	45-49 years	Women	Polling area - 8. Valby	1	1	1	1	1
Non-western countries	45-49 years	Women	Polling area - 8. Nord	1	1	0	1	0
Non-western countries	45-49 years	Women	Polling area - 8. Syd	1	1	2	3	2
Non-western countries	45-49 years	Women	Polling area - 8. Vest	0	0	0	0	0
Non-western countries	45-49 years	Women	Polling area - 8. Sydøst	0	1	2	5	8
Non-western countries	45-49 years	Women	Polling area - 8. Midt	4	5	0	1	1
Non-western countries	45-49 years	Women	Polling area - 9. Vesterbro	7	14	16	18	19
Non-western countries	45-49 years	Women	Polling area - 9. Nord	10	10	9	10	13
Non-western countries	45-49 years	Women	Polling area - 9. Syd	4	3	1	2	2
Non-western countries	45-49 years	Women	Polling area - 9. Øst	10	10	11	12	11
Non-western countries	45-49 years	Women	Polling area - 9. Vest	3	4	6	5	8
Non-western countries	45-49 years	Women	Polling area - 9. Midt	1	1	2	2	2
Non-western countries	45-49 years	Women	Polling area - 9. Sydhavn	0	0	1	2	1
Non-western countries	50-54 years	Men	Copenhagen total	184	206	223	273	295
Non-western countries	50-54 years	Men	District - Indre By	11	10	15	13	10
Non-western countries	50-54 years	Men	District - Østerbro	18	22	19	30	29
Non-western countries	50-54 years	Men	District - Nørrebro	65	61	62	67	76
Non-western countries	50-54 years	Men	District - Vesterbro/Kongens Enghave	47	61	64	81	90
Non-western countries	50-54 years	Men	District - Valby	7	11	11	15	20
Non-western countries	50-54 years	Men	District - Vanløse	3	3	3	2	3
Non-western countries	50-54 years	Men	District - Brønshøj-Husum	2	2	4	3	4
Non-western countries	50-54 years	Men	District - Bispebjerg	11	9	16	22	24
Non-western countries	50-54 years	Men	District - Amager Øst	11	10	11	14	15
Non-western countries	50-54 years	Men	District - Amager Vest	9	17	18	26	24
Non-western countries	50-54 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	50-54 years	Men	Polling area - 1. Østerbro	2	1	0	2	3
Non-western countries	50-54 years	Men	Polling area - 1. Øst	2	3	3	5	4
Non-western countries	50-54 years	Men	Polling area - 1. Nord	3	5	3	3	2
Non-western countries	50-54 years	Men	Polling area - 1. Syd	7	4	3	7	10
Non-western countries	50-54 years	Men	Polling area - 1. Vest	3	6	7	10	7
Non-western countries	50-54 years	Men	Polling area - 1. Nordvest	1	3	3	3	3
Non-western countries	50-54 years	Men	Polling area - 2. Sundbyvester	1	3	3	1	1
Non-western countries	50-54 years	Men	Polling area - 2. Nord	4	6	9	15	12
Non-western countries	50-54 years	Men	Polling area - 2. Syd	1	4	2	4	6
Non-western countries	50-54 years	Men	Polling area - 2. Øst	2	3	3	3	3
Non-western countries	50-54 years	Men	Polling area - 2. Vest	1	1	1	3	2
Non-western countries	50-54 years	Men	Polling area - 3. Indre By	4	4	7	7	6
Non-western countries	50-54 years	Men	Polling area - 3. Nord	0	0	0	0	1
Non-western countries	50-54 years	Men	Polling area - 3. Syd	2	1	2	1	0
Non-western countries	50-54 years	Men	Polling area - 3. Øst	5	5	6	5	3
Non-western countries	50-54 years	Men	Polling area - 4. Sundbyøster	4	4	4	5	6
Non-western countries	50-54 years	Men	Polling area - 4. Nord	4	4	5	6	8
Non-western countries	50-54 years	Men	Polling area - 4. Syd	2	1	1	2	1
Non-western countries	50-54 years	Men	Polling area - 4. Øst	1	1	1	1	0
Non-western countries	50-54 years	Men	Polling area - 5. Nørrebro	7	8	14	14	14
Non-western countries	50-54 years	Men	Polling area - 5. Nord	10	8	6	4	4
Non-western countries	50-54 years	Men	Polling area - 5. Nørrebrohallen	6	4	3	4	6
Non-western countries	50-54 years	Men	Polling area - 5. Syd	15	9	8	8	14
Non-western countries	50-54 years	Men	Polling area - 5. Øst	8	10	5	6	6
Non-western countries	50-54 years	Men	Polling area - 5. Vest	7	11	12	14	13
Non-western countries	50-54 years	Men	Polling area - 5. Nordvest	12	11	14	17	19
Non-western countries	50-54 years	Men	Polling area - 6. Bispebjerg	3	3	6	3	9
Non-western countries	50-54 years	Men	Polling area - 6. Vest	1	0	1	3	2
Non-western countries	50-54 years	Men	Polling area - 6. Nord	1	2	3	5	6
Non-western countries	50-54 years	Men	Polling area - 6. Øst	1	1	1	0	0
Non-western countries	50-54 years	Men	Polling area - 6. Syd	5	3	5	11	7
Non-western countries	50-54 years	Men	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	50-54 years	Men	Polling area - 7. Nord	1	2	1	0	0
Non-western countries	50-54 years	Men	Polling area - 7. Syd	0	0	0	0	0
Non-western countries	50-54 years	Men	Polling area - 7. Øst	0	0	0	0	1
Non-western countries	50-54 years	Men	Polling area - 7. Vest	1	0	2	2	2
Non-western countries	50-54 years	Men	Polling area - 7. Nordvest	0	0	1	1	1
Non-western countries	50-54 years	Men	Polling area - 7. Katrinedal	1	1	1	1	1
Non-western countries	50-54 years	Men	Polling area - 7. Kirkebjerg	1	1	0	0	1
Non-western countries	50-54 years	Men	Polling area - 7. Vanløse	1	1	2	1	1
Non-western countries	50-54 years	Men	Polling area - 8. Valby	1	1	1	3	3
Non-western countries	50-54 years	Men	Polling area - 8. Nord	0	0	0	0	1
Non-western countries	50-54 years	Men	Polling area - 8. Syd	1	3	3	3	5
Non-western countries	50-54 years	Men	Polling area - 8. Vest	3	2	1	0	1
Non-western countries	50-54 years	Men	Polling area - 8. Sydøst	1	2	2	4	5
Non-western countries	50-54 years	Men	Polling area - 8. Midt	1	3	4	5	5
Non-western countries	50-54 years	Men	Polling area - 9. Vesterbro	14	13	15	16	13
Non-western countries	50-54 years	Men	Polling area - 9. Nord	10	11	12	16	19
Non-western countries	50-54 years	Men	Polling area - 9. Syd	5	6	6	6	5
Non-western countries	50-54 years	Men	Polling area - 9. Øst	14	25	23	29	35
Non-western countries	50-54 years	Men	Polling area - 9. Vest	2	3	5	8	11
Non-western countries	50-54 years	Men	Polling area - 9. Midt	1	2	2	5	6
Non-western countries	50-54 years	Men	Polling area - 9. Sydhavn	1	1	1	1	1
Non-western countries	50-54 years	Women	Copenhagen total	124	132	141	136	144
Non-western countries	50-54 years	Women	District - Indre By	8	8	4	5	5
Non-western countries	50-54 years	Women	District - Østerbro	9	11	10	11	14
Non-western countries	50-54 years	Women	District - Nørrebro	44	46	46	39	48
Non-western countries	50-54 years	Women	District - Vesterbro/Kongens Enghave	31	34	36	34	30
Non-western countries	50-54 years	Women	District - Valby	10	8	10	11	13
Non-western countries	50-54 years	Women	District - Vanløse	2	1	2	1	0
Non-western countries	50-54 years	Women	District - Brønshøj-Husum	4	4	3	1	2
Non-western countries	50-54 years	Women	District - Bispebjerg	4	5	8	10	7
Non-western countries	50-54 years	Women	District - Amager Øst	4	6	12	14	15
Non-western countries	50-54 years	Women	District - Amager Vest	8	9	10	10	10
Non-western countries	50-54 years	Women	District - Unlocated	0	0	0	0	0
Non-western countries	50-54 years	Women	Polling area - 1. Østerbro	1	1	1	1	1
Non-western countries	50-54 years	Women	Polling area - 1. Øst	1	1	1	1	1
Non-western countries	50-54 years	Women	Polling area - 1. Nord	1	1	2	0	3
Non-western countries	50-54 years	Women	Polling area - 1. Syd	2	3	0	2	1
Non-western countries	50-54 years	Women	Polling area - 1. Vest	2	2	2	4	6
Non-western countries	50-54 years	Women	Polling area - 1. Nordvest	2	3	4	3	2
Non-western countries	50-54 years	Women	Polling area - 2. Sundbyvester	2	1	1	1	1
Non-western countries	50-54 years	Women	Polling area - 2. Nord	4	7	7	5	5
Non-western countries	50-54 years	Women	Polling area - 2. Syd	0	0	0	1	1
Non-western countries	50-54 years	Women	Polling area - 2. Øst	1	1	1	1	1
Non-western countries	50-54 years	Women	Polling area - 2. Vest	1	0	1	2	2
Non-western countries	50-54 years	Women	Polling area - 3. Indre By	4	4	2	2	2
Non-western countries	50-54 years	Women	Polling area - 3. Nord	1	2	2	2	2
Non-western countries	50-54 years	Women	Polling area - 3. Syd	1	1	0	1	1
Non-western countries	50-54 years	Women	Polling area - 3. Øst	2	1	0	0	0
Non-western countries	50-54 years	Women	Polling area - 4. Sundbyøster	1	2	5	4	5
Non-western countries	50-54 years	Women	Polling area - 4. Nord	3	4	5	6	5
Non-western countries	50-54 years	Women	Polling area - 4. Syd	0	0	2	4	4
Non-western countries	50-54 years	Women	Polling area - 4. Øst	0	0	0	0	1
Non-western countries	50-54 years	Women	Polling area - 5. Nørrebro	10	9	8	5	6
Non-western countries	50-54 years	Women	Polling area - 5. Nord	5	5	5	2	6
Non-western countries	50-54 years	Women	Polling area - 5. Nørrebrohallen	4	4	4	3	3
Non-western countries	50-54 years	Women	Polling area - 5. Syd	3	5	7	6	10
Non-western countries	50-54 years	Women	Polling area - 5. Øst	6	5	2	3	2
Non-western countries	50-54 years	Women	Polling area - 5. Vest	7	10	13	12	12
Non-western countries	50-54 years	Women	Polling area - 5. Nordvest	9	8	7	8	9
Non-western countries	50-54 years	Women	Polling area - 6. Bispebjerg	0	0	0	0	0
Non-western countries	50-54 years	Women	Polling area - 6. Vest	1	2	2	2	1
Non-western countries	50-54 years	Women	Polling area - 6. Nord	1	2	4	6	5
Non-western countries	50-54 years	Women	Polling area - 6. Øst	1	1	1	1	0
Non-western countries	50-54 years	Women	Polling area - 6. Syd	1	0	1	1	1
Non-western countries	50-54 years	Women	Polling area - 7. Brønshøj	0	0	0	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Nord	2	2	1	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Syd	0	0	0	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Øst	0	0	0	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Vest	1	1	1	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Nordvest	1	1	1	1	2
Non-western countries	50-54 years	Women	Polling area - 7. Katrinedal	0	0	0	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Kirkebjerg	2	1	1	0	0
Non-western countries	50-54 years	Women	Polling area - 7. Vanløse	0	0	1	1	0
Non-western countries	50-54 years	Women	Polling area - 8. Valby	0	0	1	2	2
Non-western countries	50-54 years	Women	Polling area - 8. Nord	2	1	2	2	1
Non-western countries	50-54 years	Women	Polling area - 8. Syd	1	1	1	1	1
Non-western countries	50-54 years	Women	Polling area - 8. Vest	3	2	0	0	0
Non-western countries	50-54 years	Women	Polling area - 8. Sydøst	3	1	0	1	2
Non-western countries	50-54 years	Women	Polling area - 8. Midt	1	3	6	5	7
Non-western countries	50-54 years	Women	Polling area - 9. Vesterbro	4	6	10	5	5
Non-western countries	50-54 years	Women	Polling area - 9. Nord	8	9	8	8	9
Non-western countries	50-54 years	Women	Polling area - 9. Syd	6	7	7	5	3
Non-western countries	50-54 years	Women	Polling area - 9. Øst	5	6	6	6	6
Non-western countries	50-54 years	Women	Polling area - 9. Vest	5	3	2	6	4
Non-western countries	50-54 years	Women	Polling area - 9. Midt	1	1	1	3	2
Non-western countries	50-54 years	Women	Polling area - 9. Sydhavn	2	2	2	1	1
Non-western countries	55-59 years	Men	Copenhagen total	99	106	121	139	161
Non-western countries	55-59 years	Men	District - Indre By	12	7	8	8	11
Non-western countries	55-59 years	Men	District - Østerbro	9	8	11	9	15
Non-western countries	55-59 years	Men	District - Nørrebro	31	38	35	47	50
Non-western countries	55-59 years	Men	District - Vesterbro/Kongens Enghave	27	32	39	38	44
Non-western countries	55-59 years	Men	District - Valby	3	3	3	3	4
Non-western countries	55-59 years	Men	District - Vanløse	3	1	0	0	1
Non-western countries	55-59 years	Men	District - Brønshøj-Husum	0	1	3	5	4
Non-western countries	55-59 years	Men	District - Bispebjerg	5	5	6	13	13
Non-western countries	55-59 years	Men	District - Amager Øst	3	4	10	9	9
Non-western countries	55-59 years	Men	District - Amager Vest	6	7	6	7	10
Non-western countries	55-59 years	Men	District - Unlocated	0	0	0	0	0
Non-western countries	55-59 years	Men	Polling area - 1. Østerbro	5	2	0	0	0
Non-western countries	55-59 years	Men	Polling area - 1. Øst	0	0	0	1	1
Non-western countries	55-59 years	Men	Polling area - 1. Nord	1	1	2	2	3
Non-western countries	55-59 years	Men	Polling area - 1. Syd	1	1	4	2	2
Non-western countries	55-59 years	Men	Polling area - 1. Vest	1	2	3	2	6
Non-western countries	55-59 years	Men	Polling area - 1. Nordvest	1	2	2	2	3
Non-western countries	55-59 years	Men	Polling area - 2. Sundbyvester	1	1	2	4	3
Non-western countries	55-59 years	Men	Polling area - 2. Nord	3	4	3	2	4
Non-western countries	55-59 years	Men	Polling area - 2. Syd	0	2	0	0	1
Non-western countries	55-59 years	Men	Polling area - 2. Øst	1	0	1	1	1
Non-western countries	55-59 years	Men	Polling area - 2. Vest	1	0	0	0	1
Non-western countries	55-59 years	Men	Polling area - 3. Indre By	3	2	4	4	3
Non-western countries	55-59 years	Men	Polling area - 3. Nord	3	2	1	1	1
Non-western countries	55-59 years	Men	Polling area - 3. Syd	2	3	3	1	2
Non-western countries	55-59 years	Men	Polling area - 3. Øst	4	0	0	2	5
Non-western countries	55-59 years	Men	Polling area - 4. Sundbyøster	3	3	7	4	4
Non-western countries	55-59 years	Men	Polling area - 4. Nord	0	1	2	3	3
Non-western countries	55-59 years	Men	Polling area - 4. Syd	0	0	1	2	1
Non-western countries	55-59 years	Men	Polling area - 4. Øst	0	0	0	0	1
Non-western countries	55-59 years	Men	Polling area - 5. Nørrebro	2	4	6	13	13
Non-western countries	55-59 years	Men	Polling area - 5. Nord	4	2	2	4	4
Non-western countries	55-59 years	Men	Polling area - 5. Nørrebrohallen	1	3	3	5	5
Non-western countries	55-59 years	Men	Polling area - 5. Syd	6	6	3	4	4
Non-western countries	55-59 years	Men	Polling area - 5. Øst	5	4	3	4	7
Non-western countries	55-59 years	Men	Polling area - 5. Vest	6	11	12	13	12
Non-western countries	55-59 years	Men	Polling area - 5. Nordvest	7	8	6	4	5
Non-western countries	55-59 years	Men	Polling area - 6. Bispebjerg	0	0	0	3	3
Non-western countries	55-59 years	Men	Polling area - 6. Vest	2	2	2	4	4
Non-western countries	55-59 years	Men	Polling area - 6. Nord	1	1	2	4	2
